Timestamp,FPS,RenderTime,CPU,Memory
1754671261.879284,0.0,0.002447843551635742,0.0,153.984375
1754671261.890507,0.0,0.004091978073120117,22.3,153.984375
1754671261.907032,0.0,0.003943920135498047,19.2,154.03125
1754671261.9236412,0.0,0.002974987030029297,23.7,154.203125
1754671261.940185,0.0,0.0027501583099365234,24.6,154.21875
1754671261.9567559,0.0,0.002116680145263672,20.7,154.21875
1754671261.9735942,0.0,0.002386331558227539,21.1,154.21875
1754671261.990005,0.0,0.0021529197692871094,16.6,154.21875
1754671262.007036,0.0,0.0018279552459716797,16.4,156.28125
1754671262.023914,0.0,0.0017712116241455078,14.2,156.28125
1754671262.04073,0.0,0.0017120838165283203,14.3,156.28125
1754671262.0576482,0.0,0.0018281936645507812,16.2,156.28125
1754671262.0744069,0.0,0.0016388893127441406,13.3,156.28125
1754671262.091338,0.0,0.0018508434295654297,14.8,156.28125
1754671262.1080089,0.0,0.0015528202056884766,13.3,156.28125
1754671262.126351,0.0,0.002214193344116211,16.0,154.21875
1754671262.142921,0.0,0.002398967742919922,17.0,154.21875
1754671262.16021,0.0,0.002160787582397461,14.7,154.21875
1754671262.177676,0.0,0.002341032028198242,17.2,156.28125
1754671262.193503,0.0,0.0017538070678710938,14.5,156.28125
1754671262.210745,0.0,0.0021219253540039062,17.2,156.28125
1754671262.228075,0.0,0.0022420883178710938,16.1,156.28125
1754671262.244787,0.0,0.0016341209411621094,13.1,156.28125
1754671262.261678,0.0,0.0018038749694824219,17.2,154.25
1754671262.2797508,0.0,0.002705812454223633,23.6,156.3125
1754671262.294987,0.0,0.0011470317840576172,12.7,156.3125
1754671262.315146,0.0,0.003954887390136719,25.9,156.3125
1754671262.331239,0.0,0.002866983413696289,22.6,156.3125
1754671262.35049,0.0,0.004433155059814453,35.1,156.3125
1754671262.363589,0.0,0.0017671585083007812,21.3,156.3125
1754671262.3807948,0.0,0.001941680908203125,19.4,154.25
1754671262.397067,0.0,0.00177001953125,17.9,156.3125
1754671262.413804,0.0,0.0015020370483398438,15.1,156.3125
1754671262.430732,0.0,0.0017940998077392578,16.7,156.3125
1754671262.447953,0.0,0.001734018325805664,17.4,156.3125
1754671262.465577,0.0,0.0019860267639160156,21.6,156.3125
1754671262.484289,0.0,0.0030760765075683594,31.1,154.25
1754671262.498658,0.0,0.0017330646514892578,20.0,156.3125
1754671262.5179,0.0,0.002701997756958008,30.4,154.25
1754671262.534064,0.0,0.0021500587463378906,26.5,154.25
1754671262.5534,0.0,0.003721952438354492,36.2,156.328125
1754671262.567071,0.0,0.0021140575408935547,26.3,154.265625
1754671262.584189,0.0,0.0021109580993652344,22.8,156.328125
1754671262.6017652,0.0,0.0020651817321777344,19.7,156.328125
1754671262.6190941,0.0,0.0024089813232421875,30.6,156.328125
1754671262.6347141,0.0,0.002172231674194336,22.9,154.265625
1754671262.651973,0.0,0.0030100345611572266,22.1,156.328125
1754671262.669576,0.0,0.003381967544555664,25.3,156.328125
1754671262.685459,0.0,0.0026569366455078125,21.7,156.328125
1754671262.701586,0.0,0.0019860267639160156,16.7,156.328125
1754671262.719088,0.0,0.002240896224975586,18.0,156.34375
1754671262.73566,0.0,0.0014352798461914062,11.7,156.34375
1754671262.753786,0.0,0.0028650760650634766,22.9,156.34375
1754671262.7705631,0.0,0.0025441646575927734,19.4,156.34375
1754671262.786859,0.0,0.0021991729736328125,19.6,156.34375
1754671262.802976,0.0,0.0010459423065185547,10.0,156.359375
1754671262.8204858,0.0,0.001428842544555664,13.1,156.359375
1754671262.837312,0.0,0.0017211437225341797,15.3,156.359375
1754671262.85745,0.0,0.0038988590240478516,24.9,156.359375
1754671262.872982,0.0,0.0034089088439941406,15.6,154.296875
1754671262.8889542,60.04734363848315,0.0018172264099121094,14.8,154.296875
1754671262.9048052,60.04734363848315,0.0011451244354248047,13.7,156.359375
1754671262.922672,60.04734363848315,0.0017881393432617188,14.7,156.359375
1754671262.9421608,60.04734363848315,0.004236698150634766,28.2,156.359375
1754671262.95706,60.04734363848315,0.0017681121826171875,18.7,156.359375
1754671262.9741912,60.04734363848315,0.002035379409790039,16.4,154.296875
1754671262.9940531,60.04734363848315,0.004445075988769531,34.0,156.359375
1754671263.00992,60.04734363848315,0.0027298927307128906,19.5,154.296875
1754671263.025952,60.04734363848315,0.0018723011016845703,15.2,156.359375
1754671263.044759,60.04734363848315,0.0035572052001953125,27.7,156.359375
1754671263.061328,60.04734363848315,0.0032968521118164062,28.0,156.359375
1754671263.076882,60.04734363848315,0.0018949508666992188,17.0,156.359375
1754671263.094589,60.04734363848315,0.002568960189819336,21.0,156.359375
1754671263.111535,60.04734363848315,0.002863168716430664,19.8,156.359375
1754671263.128084,60.04734363848315,0.002191781997680664,21.7,156.359375
1754671263.147279,60.04734363848315,0.003461122512817383,30.7,154.296875
1754671263.16472,60.04734363848315,0.003765106201171875,29.8,156.359375
1754671263.17875,60.04734363848315,0.0017180442810058594,26.8,156.359375
1754671263.195903,60.04734363848315,0.00156402587890625,16.9,156.359375
1754671263.2126489,60.04734363848315,0.0012710094451904297,16.2,156.359375
1754671263.229433,60.04734363848315,0.0013632774353027344,15.6,156.359375
1754671263.246055,60.04734363848315,0.0013458728790283203,13.8,156.359375
1754671263.264086,60.04734363848315,0.0017731189727783203,16.1,156.375
1754671263.2812521,60.04734363848315,0.0018432140350341797,16.2,156.375
1754671263.298363,60.04734363848315,0.0018029212951660156,17.6,156.375
1754671263.314394,60.04734363848315,0.0017991065979003906,17.8,156.375
1754671263.331381,60.04734363848315,0.0017261505126953125,16.8,156.375
1754671263.34848,60.04734363848315,0.001798868179321289,17.2,156.375
1754671263.365752,60.04734363848315,0.0019140243530273438,18.3,156.375
1754671263.383082,60.04734363848315,0.002054929733276367,20.8,154.3125
1754671263.401294,60.04734363848315,0.0017571449279785156,21.9,154.3125
1754671263.417661,60.04734363848315,0.002131938934326172,19.7,156.375
1754671263.435479,60.04734363848315,0.0028820037841796875,29.1,156.375
1754671263.451133,60.04734363848315,0.002148866653442383,23.3,156.375
1754671263.468528,60.04734363848315,0.0020079612731933594,18.8,156.375
1754671263.4850602,60.04734363848315,0.0022153854370117188,20.5,156.375
1754671263.5025768,60.04734363848315,0.0017228126525878906,20.6,156.375
1754671263.518684,60.04734363848315,0.0013849735260009766,18.7,156.375
1754671263.53558,60.04734363848315,0.0012209415435791016,15.5,156.375
1754671263.552798,60.04734363848315,0.0022411346435546875,23.2,156.375
1754671263.5683908,60.04734363848315,0.0013358592987060547,13.3,156.375
1754671263.586883,60.04734363848315,0.0032491683959960938,25.2,156.390625
1754671263.602924,60.04734363848315,0.0019152164459228516,17.0,156.390625
1754671263.62003,60.04734363848315,0.002035856246948242,17.5,156.390625
1754671263.6361868,60.04734363848315,0.0011138916015625,12.0,156.390625
1754671263.654469,60.04734363848315,0.001990079879760742,17.4,156.390625
1754671263.670481,60.04734363848315,0.002263784408569336,18.9,156.390625
1754671263.6857228,60.04734363848315,0.0015459060668945312,14.3,156.390625
1754671263.703014,60.04734363848315,0.002187013626098633,18.6,156.390625
1754671263.719213,60.04734363848315,0.001116037368774414,10.6,156.390625
1754671263.7369752,60.04734363848315,0.0015411376953125,16.0,156.390625
1754671263.7533782,60.04734363848315,0.0013282299041748047,15.7,156.390625
1754671263.770493,60.04734363848315,0.001953125,17.6,156.390625
1754671263.7876632,60.04734363848315,0.002103090286254883,16.5,156.390625
1754671263.805622,60.04734363848315,0.0027871131896972656,19.1,156.390625
1754671263.8212,60.04734363848315,0.0014407634735107422,15.7,156.390625
1754671263.8390799,60.04734363848315,0.0017538070678710938,14.5,156.390625
1754671263.8583272,60.04734363848315,0.004033088684082031,27.3,156.390625
1754671263.874638,60.04734363848315,0.0030090808868408203,27.4,156.390625
1754671263.8902268,58.9250074172989,0.0018038749694824219,17.2,154.328125
1754671263.90701,58.9250074172989,0.0016870498657226562,14.8,156.390625
1754671263.926135,58.9250074172989,0.003885030746459961,27.8,154.328125
1754671263.941076,58.9250074172989,0.001775979995727539,14.6,156.390625
1754671263.9580789,58.9250074172989,0.0018947124481201172,17.1,156.390625
1754671263.9750988,58.9250074172989,0.0018868446350097656,14.9,156.390625
1754671263.992074,58.9250074172989,0.0018601417541503906,15.8,156.390625
1754671264.011168,58.9250074172989,0.0038619041442871094,28.8,156.390625
1754671264.0281432,58.9250074172989,0.0038242340087890625,27.6,156.421875
1754671264.044899,58.9250074172989,0.0035729408264160156,28.4,156.421875
1754671264.060328,58.9250074172989,0.0022668838500976562,19.1,154.359375
1754671264.079621,58.9250074172989,0.00401616096496582,26.2,156.4375
1754671264.095696,58.9250074172989,0.002880096435546875,24.1,156.4375
1754671264.114414,58.9250074172989,0.004654884338378906,30.2,156.4375
1754671264.128154,58.9250074172989,0.0023369789123535156,27.3,154.375
1754671264.146467,58.9250074172989,0.0038309097290039062,26.9,154.375
1754671264.161424,58.9250074172989,0.002151012420654297,22.3,156.4375
1754671264.178488,58.9250074172989,0.0028290748596191406,21.6,156.4375
1754671264.195862,58.9250074172989,0.003317117691040039,27.1,156.4375
1754671264.212013,58.9250074172989,0.0035309791564941406,28.5,156.4375
1754671264.22813,58.9250074172989,0.002869129180908203,25.5,156.4375
1754671264.2447512,58.9250074172989,0.002469301223754883,20.8,156.4375
1754671264.262812,58.9250074172989,0.0038149356842041016,25.2,156.4375
1754671264.278934,58.9250074172989,0.0029380321502685547,26.5,156.4375
1754671264.2965078,58.9250074172989,0.003548860549926758,25.9,156.4375
1754671264.3124108,58.9250074172989,0.002786874771118164,26.8,156.4375
1754671264.3297799,58.9250074172989,0.0036678314208984375,25.8,156.4375
1754671264.345929,58.9250074172989,0.003226757049560547,27.9,156.4375
1754671264.361349,58.9250074172989,0.0022509098052978516,21.2,156.453125
1754671264.3785548,58.9250074172989,0.002049684524536133,15.5,156.453125
1754671264.394861,58.9250074172989,0.002226114273071289,18.5,154.390625
1754671264.411961,58.9250074172989,0.0025839805603027344,18.8,154.421875
1754671264.42754,58.9250074172989,0.00226593017578125,23.0,156.484375
1754671264.444798,58.9250074172989,0.003159046173095703,22.9,156.484375
1754671264.462379,58.9250074172989,0.0033898353576660156,24.0,156.484375
1754671264.480088,58.9250074172989,0.0035800933837890625,24.8,156.484375
1754671264.497677,58.9250074172989,0.0034210681915283203,28.7,154.4375
1754671264.512236,58.9250074172989,0.001232147216796875,18.7,156.5
1754671264.531604,58.9250074172989,0.0031719207763671875,20.3,156.5
1754671264.5461109,58.9250074172989,0.0013718605041503906,16.9,156.5
1754671264.565651,58.9250074172989,0.003290891647338867,23.5,156.5
1754671264.580364,58.9250074172989,0.0015988349914550781,16.7,156.5
1754671264.600779,58.9250074172989,0.004136085510253906,28.4,156.5
1754671264.618398,58.9250074172989,0.004383087158203125,35.6,156.5
1754671264.6346,58.9250074172989,0.0039408206939697266,30.6,154.4375
1754671264.653482,58.9250074172989,0.00555109977722168,37.4,154.4375
1754671264.6678028,58.9250074172989,0.003720998764038086,34.9,156.5
1754671264.684181,58.9250074172989,0.0030820369720458984,26.3,156.5
1754671264.703168,58.9250074172989,0.004725933074951172,30.9,156.5
1754671264.718024,58.9250074172989,0.0025620460510253906,24.5,154.4375
1754671264.735439,58.9250074172989,0.003153085708618164,23.9,154.4375
1754671264.7514272,58.9250074172989,0.002948284149169922,23.1,156.5
1754671264.766645,58.9250074172989,0.002062082290649414,18.7,156.5
1754671264.787526,58.9250074172989,0.005749940872192383,35.9,154.4375
1754671264.803807,58.9250074172989,0.005020856857299805,39.4,156.5
1754671264.81988,58.9250074172989,0.003777027130126953,30.4,156.5
1754671264.8367062,58.9250074172989,0.0015842914581298828,28.5,156.515625
1754671264.8517618,58.9250074172989,0.0022809505462646484,20.0,156.515625
1754671264.86874,58.9250074172989,0.002074003219604492,16.7,156.515625
1754671264.886102,58.9250074172989,0.0025861263275146484,20.0,156.515625
1754671264.901898,59.30781456504156,0.001653909683227539,14.0,154.453125
1754671264.9205801,59.30781456504156,0.003420114517211914,25.0,156.515625
1754671264.935702,59.30781456504156,0.001984119415283203,17.0,156.515625
1754671264.95223,59.30781456504156,0.0014429092407226562,13.5,154.453125
1754671264.971624,59.30781456504156,0.0030829906463623047,24.7,156.515625
1754671264.9871511,59.30781456504156,0.0023381710052490234,18.6,156.515625
1754671265.003432,59.30781456504156,0.0012090206146240234,13.1,156.515625
1754671265.0205052,59.30781456504156,0.0019719600677490234,14.6,156.515625
1754671265.0369012,59.30781456504156,0.001337289810180664,13.7,156.515625
1754671265.0550342,59.30781456504156,0.0018951892852783203,17.5,156.515625
1754671265.071434,59.30781456504156,0.0012969970703125,12.9,154.453125
1754671265.088508,59.30781456504156,0.0018377304077148438,18.6,156.515625
1754671265.1048949,59.30781456504156,0.0012958049774169922,12.1,156.515625
1754671265.122588,59.30781456504156,0.0016129016876220703,13.5,156.515625
1754671265.139543,59.30781456504156,0.0018339157104492188,15.3,156.515625
1754671265.1559181,59.30781456504156,0.0012819766998291016,15.3,154.453125
1754671265.17386,59.30781456504156,0.0018510818481445312,15.6,156.515625
1754671265.190885,59.30781456504156,0.0019261837005615234,19.2,156.515625
1754671265.207832,59.30781456504156,0.0018422603607177734,17.0,156.515625
1754671265.2267368,59.30781456504156,0.0036628246307373047,27.8,154.453125
1754671265.241757,59.30781456504156,0.0018579959869384766,16.8,156.515625
1754671265.261117,59.30781456504156,0.004141807556152344,27.6,154.453125
1754671265.276309,59.30781456504156,0.002048015594482422,18.4,156.515625
1754671265.295578,59.30781456504156,0.004029035568237305,26.5,154.453125
1754671265.311658,59.30781456504156,0.0038259029388427734,31.2,154.453125
1754671265.328351,59.30781456504156,0.0034492015838623047,27.8,154.453125
1754671265.345058,59.30781456504156,0.002524137496948242,23.0,156.515625
1754671265.3627431,59.30781456504156,0.0024802684783935547,18.7,156.515625
1754671265.378979,59.30781456504156,0.0021071434020996094,18.7,156.515625
1754671265.395805,59.30781456504156,0.0016908645629882812,14.2,154.453125
1754671265.4122949,59.30781456504156,0.0013267993927001953,14.2,156.515625
1754671265.4294112,59.30781456504156,0.0010890960693359375,14.0,156.53125
1754671265.445714,59.30781456504156,0.001168966293334961,12.1,156.53125
1754671265.4628322,59.30781456504156,0.0010411739349365234,11.3,156.53125
1754671265.480494,59.30781456504156,0.001680135726928711,12.5,156.53125
1754671265.497337,59.30781456504156,0.0017352104187011719,14.9,156.53125
1754671265.515147,59.30781456504156,0.0017199516296386719,13.8,156.53125
1754671265.5319822,59.30781456504156,0.0017461776733398438,14.1,156.53125
1754671265.549048,59.30781456504156,0.0019729137420654297,17.2,156.53125
1754671265.565881,59.30781456504156,0.0017430782318115234,14.5,156.53125
1754671265.58278,59.30781456504156,0.0018198490142822266,15.6,156.53125
1754671265.599786,59.30781456504156,0.0019190311431884766,18.8,154.46875
1754671265.617152,59.30781456504156,0.002151966094970703,15.9,156.53125
1754671265.6338189,59.30781456504156,0.0021677017211914062,17.2,156.53125
1754671265.650183,59.30781456504156,0.0018661022186279297,15.4,154.46875
1754671265.6674922,59.30781456504156,0.0021390914916992188,17.9,156.53125
1754671265.6837142,59.30781456504156,0.0021152496337890625,17.2,156.53125
1754671265.700903,59.30781456504156,0.0020399093627929688,16.5,156.53125
1754671265.720169,59.30781456504156,0.003526926040649414,25.1,156.53125
1754671265.736089,59.30781456504156,0.0023870468139648438,19.3,156.53125
1754671265.754999,59.30781456504156,0.0036759376525878906,23.7,156.53125
1754671265.770806,59.30781456504156,0.002511262893676758,22.5,156.53125
1754671265.827965,59.30781456504156,0.006803989410400391,103.0,164.015625
1754671265.831668,59.30781456504156,0.0035707950592041016,102.5,164.015625
1754671265.848528,59.30781456504156,0.0037009716033935547,101.8,164.03125
1754671265.865817,59.30781456504156,0.003993988037109375,113.0,161.96875
1754671265.8833039,59.30781456504156,0.004257917404174805,101.4,164.03125
1754671265.901131,59.30781456504156,0.0046100616455078125,105.2,161.96875
1754671265.9176698,57.09943536560406,0.00435185432434082,100.6,164.03125
1754671265.934381,57.09943536560406,0.004462003707885742,100.5,164.03125
1754671265.952288,57.09943536560406,0.004667758941650391,108.8,164.03125
1754671265.96896,57.09943536560406,0.003824949264526367,103.4,164.03125
1754671265.985539,57.09943536560406,0.0037360191345214844,107.6,164.03125
1754671266.002932,57.09943536560406,0.0037870407104492188,103.4,164.03125
1754671266.0199082,57.09943536560406,0.0036122798919677734,105.1,164.03125
1754671266.037132,57.09943536560406,0.0038700103759765625,103.9,164.0625
1754671266.054357,57.09943536560406,0.0043010711669921875,104.5,164.0625
1754671266.071552,57.09943536560406,0.003919839859008789,109.9,164.0625
1754671266.087245,57.09943536560406,0.004210948944091797,100.7,164.0625
1754671266.10447,57.09943536560406,0.0040209293365478516,104.6,164.078125
1754671266.120797,57.09943536560406,0.00429081916809082,105.0,164.09375
1754671266.1370099,57.09943536560406,0.004030942916870117,100.7,164.09375
1754671266.153968,57.09943536560406,0.004128217697143555,109.9,162.03125
1754671266.171469,57.09943536560406,0.004209995269775391,104.9,164.09375
1754671266.1877818,57.09943536560406,0.004082918167114258,108.7,164.09375
1754671266.204986,57.09943536560406,0.003999233245849609,100.7,164.09375
1754671266.221903,57.09943536560406,0.003756999969482422,100.9,164.09375
1754671266.2388039,57.09943536560406,0.003763914108276367,105.3,164.09375
1754671266.2558951,57.09943536560406,0.00394129753112793,100.9,164.09375
